brand,model_year,milage,transmission_num,price
23,2023,11500,6,47500
42,2008,26000,7,2500
35,2017,62200,7,19950
8,2019,1500,6,50000
13,2017,39100,6,40950
13,2016,106000,6,13349
52,2022,17500,10,59500
8,2017,60000,8,35200
35,2017,45000,7,53499
26,2016,74595,8,19900
13,2006,110000,6,11500
13,2021,17000,10,36000
15,2022,24500,8,46120
16,2007,190640,5,6950
13,2019,71000,6,38700
49,2020,78717,6,18000
4,2021,2250,8,91500
38,2016,55000,6,55000
37,2004,156875,5,8900
52,2007,193827,5,8000
0,2016,40000,6,25000
3,2004,141800,6,12000
4,2012,7982,7,71400
8,2015,157272,6,42000
18,2010,137600,6,6500
52,1999,175722,5,4900
35,2022,17000,6,65000
23,2015,70000,6,14995
45,2006,9500,6,30999
26,2020,8974,6,52500
21,2021,4200,8,229000
35,2010,90000,7,9999
35,2011,150000,5,6500
13,2022,28000,10,61995
4,2009,153250,6,6499
19,2020,57800,7,47500
8,2021,13700,8,98000
35,2011,132000,6,11000
42,2015,265000,6,5499
8,2006,100331,4,9995
35,2016,49899,6,27500
13,2018,179200,6,26500
53,2016,90000,6,20500
43,2015,86628,6,23000
16,2007,124542,6,5700
21,2014,90000,5,12000
3,2014,21800,6,93500
13,2019,87500,10,46999
4,2009,77000,6,112500
52,2015,52500,8,29000
35,2021,49810,9,53600
4,2016,14993,6,65990
7,2007,150000,8,9000
3,2019,71273,7,29800
13,2018,24900,6,173995
7,2021,74150,10,39000
13,2023,11459,10,89999
25,2023,1090,6,33000
35,2012,44000,7,27995
52,2020,40000,6,32000
52,2021,11200,9,47500
35,2019,17000,9,65000
26,2015,81000,6,21900
13,2018,30600,6,86000
8,2018,62000,8,40000
0,2007,64000,6,40999
35,2013,29500,7,29500
15,2023,6200,8,94500
49,2008,18051,6,17500
4,2018,74500,6,35900
52,2011,134000,4,14000
49,2019,67726,6,42500
21,2018,144770,8,26000
52,2011,127500,4,6000
27,2010,63398,6,13200
8,2007,109762,4,11999
8,2001,139000,6,4000
25,2017,71000,8,22000
4,2019,61117,8,57500
43,2015,92530,6,37000
4,2015,69764,8,53500
42,2014,69000,7,22800
13,2013,68871,6,29950
4,2015,123400,8,14500
8,2016,69100,6,25999
35,2016,88454,9,27500
8,2009,60260,6,15900
13,2019,42200,6,39000
52,2017,116300,5,27750
37,2023,1090,6,46900
42,2018,69300,6,17000
35,2015,63398,7,26500
52,2019,40000,8,30500
25,2014,70700,6,17500
2,2018,9100,8,86000
7,2011,82900,6,12700
0,2007,22400,5,4400
52,2013,56000,6,40995
4,2014,122945,8,13999
43,2013,133510,6,28500
35,2015,40000,7,26900
8,2008,151600,4,19190
13,2011,191775,6,9200
10,2007,138700,5,6000
13,2011,160000,6,11900
13,2018,66281,6,64500
35,2017,67800,7,26000
42,2023,18069,7,79950
8,2020,2010,7,68000
4,2008,21000,6,29999
23,2017,34152,8,63500
14,2014,127941,6,15999
25,2018,39700,8,45900
17,2007,133510,6,11000
13,2018,33000,10,62000
8,2007,77000,6,12900
8,2022,23400,10,52000
31,2016,55400,6,21999
35,2020,28000,9,34999
42,2015,134602,8,15495
4,2016,76009,8,26500
26,2023,500,8,61995
3,2019,101900,7,41927
38,2009,109580,6,12995
42,2015,70500,8,18200
25,2018,53000,8,33000
35,2016,54300,7,67100
21,2001,104000,5,12700
8,2021,26000,6,92500
38,2010,19000,6,89000
13,2023,9400,10,275000
25,2018,45000,8,134999
3,2013,39300,7,48600
13,2019,81500,6,36740
8,2004,143510,4,3995
3,2001,162000,6,9900
13,2020,35400,10,54000
3,2013,87009,7,25500
8,2018,19319,6,38500
25,2022,3534,8,76500
7,2022,8974,8,179900
13,2018,66770,6,19000
49,2007,136150,6,9950
13,2016,84500,6,17000
42,2003,73000,6,17000
42,2016,32670,7,38500
19,2011,163500,6,16490
0,2017,91700,6,16500
27,2021,57912,10,43000
13,2018,67990,10,32500
4,2022,25997,8,67250
52,2010,103010,5,19500
35,2017,1750,7,89000
25,2015,41000,8,19750
13,2019,28000,6,46500
42,2011,11700,6,31000
42,2021,41000,8,29999
42,2023,2437,8,59500
13,2016,51300,6,24995
49,2014,88000,6,30000
35,2016,56000,7,17000
4,2021,15882,8,42700
35,2009,73000,7,21500
8,2002,183000,6,7999
18,2010,161000,6,17700
4,2020,29140,8,41500
7,2016,74500,6,30000
35,2019,67250,6,51950
33,2005,111300,6,7200
42,2017,75151,8,31000
13,2008,16478,6,36500
42,2008,61773,6,51074
13,2017,57000,10,32999
8,2002,107500,5,9900
25,2018,67000,8,30500
3,2012,90000,7,20000
15,2016,167500,8,17000
3,2020,36000,8,34000
3,2005,38718,7,63500
13,2018,67500,10,36000
25,2017,70891,8,21000
4,2015,70000,6,25000
25,2020,19000,8,103000
52,2019,46000,8,41100
52,2005,90000,5,27000
25,2023,3000,6,229900
8,1999,170000,6,4300
35,2007,103000,6,11400
25,2019,41500,8,34955
4,2004,192000,5,7500
7,2013,113500,8,32000
43,2018,120000,6,16500
3,2020,40000,8,85495
31,2013,29000,8,2900
21,2018,41199,8,28450
8,2007,98658,6,27500
18,2023,8228,8,27899
3,2019,29000,8,35000
25,2018,7800,8,41000
42,2007,31500,6,89750
20,2015,72383,7,32900
1,2020,28950,8,70000
15,2023,5338,8,67900
21,2003,123815,4,3200
26,2007,11459,6,66000
42,2018,28844,8,22999
3,2014,119000,6,15000
13,2022,8200,7,96500
35,2017,45617,6,49000
8,2020,40929,10,39900
8,2014,110000,6,35500
49,2015,62200,6,21900
19,2019,49860,7,14195
42,2006,74600,6,16750
13,2022,23850,10,159500
13,2019,25151,6,46900
4,2018,45000,8,130000
13,2015,160000,6,29500
42,2021,38200,7,79950
35,2018,15000,6,46900
9,2007,185000,6,3500
13,2009,90367,6,8999
13,2014,139804,6,26500
7,2008,62950,6,10099
8,2018,74500,6,34700
35,2022,1685,9,85000
13,2014,52775,6,21500
14,2002,92800,4,9999
16,2011,158000,6,8000
43,2018,1400,6,39860
5,2005,144200,6,12000
4,2020,3880,8,104900
3,2018,38560,8,62900
23,2020,56300,6,26500
49,2022,9400,8,32000
13,2016,100000,6,25000
13,2011,105500,6,29000
4,2020,27000,8,89999
8,2018,45203,6,35900
7,2019,23400,8,42900
18,2017,19000,6,5230
0,2016,85766,8,26000
53,2017,59000,6,24500
53,2005,151896,5,6900
52,2021,24000,8,61000
4,2001,143000,6,8000
13,2019,44460,6,35500
13,2016,91300,6,18300
42,2012,69000,6,51500
13,2020,34000,6,75000
35,2014,80124,7,18000
52,2022,10400,6,24000
3,2019,93400,8,15750
13,2007,95426,4,4999
33,2006,190640,6,5500
23,2012,146000,6,10500
43,2012,134000,4,5500
42,2016,75151,7,32750
16,2004,76009,6,56000
19,2018,71000,7,18000
8,2004,171896,4,12000
42,2011,123500,7,7000
21,2022,18000,8,80000
3,2010,30700,6,240000
8,2010,229000,4,7000
53,2004,115000,5,12500
21,2023,3000,8,75500
35,2012,67800,7,10000
15,2023,5400,8,124999
13,2020,44460,10,51000
35,2021,17900,6,91000
13,2019,31600,6,36000
19,2022,17000,6,117000
42,2005,128000,5,7900
7,2019,49600,6,33000
4,2020,25990,2,63500
25,2019,50780,6,27900
8,2011,194500,6,16500
27,2015,103400,6,24000
15,2023,8200,8,84000
15,2021,45000,8,41500
35,2018,63160,9,36000
13,2018,45468,10,32000
52,2018,1075,8,31000
3,2016,72922,7,29999
15,2022,120000,8,24995
35,2012,138050,7,29500
26,2014,125519,6,22000
52,2000,141800,4,3900
26,2014,106000,6,19500
3,2018,6600,7,399900
8,2016,117000,6,22000
35,2021,18000,9,70000
35,2017,90000,9,35500
27,2012,95000,6,15999
0,2014,106700,6,42995
21,2004,144770,4,7500
35,2014,51351,7,23995
5,2018,29500,8,54490
4,2008,7982,7,130000
19,2011,91700,7,15000
20,2017,59271,6,33500
8,2017,139804,6,15000
14,2015,126000,8,3999
4,2023,2900,8,16900
13,2013,59300,6,23999
26,2017,86000,6,39390
25,2023,542,8,78900
0,2008,74000,6,10500
35,2022,9000,6,68420
42,2020,5338,7,62900
3,2019,29000,8,34500
4,2015,90000,6,17500
16,2011,122000,6,11500
13,2013,8237,6,22000
14,2015,119000,6,13800
42,2019,35289,6,54995
19,2017,39000,7,54999
4,2020,10500,8,34995
13,2023,10400,10,46900
13,2014,123000,5,10000
35,2008,132000,7,11000
31,2003,14200,6,59000
52,2014,128730,6,5800
52,2010,103466,5,10999
21,2017,16400,6,31000
3,2015,60251,8,16999
3,2017,83000,6,22000
4,2000,177700,5,6700
3,2012,129567,8,8300
54,2013,102000,6,14500
10,2020,19400,8,51900
8,2013,96680,6,13000
3,2021,27100,8,52000
20,2017,56006,8,50000
42,2005,134000,6,4900
13,2018,57000,10,18700
35,2016,58375,6,23000
21,2018,63460,5,30000
35,2019,59400,9,23000
26,2017,7388,10,82950
38,2016,120000,6,18000
13,2009,19900,6,200000
14,2014,96000,6,29000
25,2016,53850,8,19000
4,2002,204884,6,21000
4,2017,134000,8,34995
13,2010,191775,6,8450
35,1997,235321,5,8550
4,2012,122000,7,18000
19,2015,54000,7,57000
23,2015,86500,8,17800
7,2023,4000,10,80000
35,2004,100574,7,29500
13,2012,53500,6,23000
13,2015,115000,6,8450
38,2005,185963,5,16490
21,2020,38200,8,32999
42,2016,12454,6,69995
27,2004,193783,4,10000
13,2010,187883,4,10900
35,2008,21300,7,28000
21,2022,15000,9,47000
52,2023,231500,6,3550
19,2013,50000,7,24950
9,2008,122000,5,12000
25,2023,13250,8,449995
8,2005,148949,6,10900
34,2021,8700,7,210000
4,2013,96000,7,24500
20,2002,74582,6,15500
4,2017,57939,6,31000
31,2015,75000,8,34995
13,2022,11459,10,29900
42,2011,71280,7,15500
8,2012,244000,6,6800
48,2007,155500,6,9000
8,2022,26000,6,38500
4,2014,19300,6,16000
35,2022,7922,9,78500
8,2021,51351,10,43000
13,2022,10500,10,47500
42,2010,11500,7,9875
26,2017,26200,8,28900
4,2015,119000,6,17000
13,2015,102665,6,12700
4,2020,31350,7,46995
8,2005,85766,4,11499
18,2017,52775,6,24999
49,2003,123500,5,14995
10,2020,29475,8,84500
13,2010,91812,6,12000
42,2005,75000,6,9500
13,2019,79635,6,27500
4,2022,15443,8,179000
42,2013,71312,6,35000
13,2020,48619,10,39000
42,2004,162750,6,17900
3,2015,108000,8,15100
25,2009,2100,8,164725
4,2017,48000,6,21500
46,2001,66500,5,20000
49,2018,116000,6,14000
13,2016,207100,6,22500
4,2016,25000,6,49995
35,2015,98400,7,129900
21,2004,144770,4,6500
52,2021,3455,8,209000
54,2019,50000,8,30900
20,2013,38383,6,39499
7,2014,55000,8,18400
52,2010,149460,6,5900
35,2015,88454,7,31450
43,2020,251634,8,144900
0,2024,25348,6,76900
13,2004,153843,5,4500
4,2017,41500,6,98000
4,2011,125000,6,19000
27,2011,61802,4,12500
27,2018,67210,6,23800
26,2007,142000,6,8500
18,2015,162000,6,13000
20,2017,45000,8,53000
42,2020,19650,6,37999
26,2007,171079,6,4000
13,2018,92000,10,30000
43,2020,43000,8,22995
21,2015,131100,6,12500
13,2016,115600,8,24000
8,2022,13250,8,59500
43,2015,81400,8,36000
3,2018,67035,8,19550
35,2018,33300,9,53500
26,2022,9400,8,30999
17,2007,96000,4,15000
35,2018,49899,9,37500
35,2014,7982,7,31990
52,2014,82975,5,27000
3,2016,38718,7,40000
4,2011,112000,6,24840
26,2023,54320,10,70000
9,2013,134000,6,8500
3,2013,83500,6,13250
30,2005,132500,6,6700
3,2017,54900,8,37900
52,2020,39250,6,36990
7,2010,82500,6,17000
25,2015,29500,8,29000
16,2003,87500,6,20000
35,2018,22000,7,45000
4,2016,73000,8,45000
42,2015,39000,7,40999
4,2020,23700,7,53500
13,2014,89988,6,23500
35,2017,65800,6,62500
25,2020,57785,8,28900
31,2020,15168,8,76900
52,2019,25000,6,51000
10,2012,112000,6,6800
8,2001,134000,4,37500
4,2016,60000,6,35000
7,2020,34365,10,69000
27,2003,152000,4,15000
42,2016,121525,7,16500
35,2018,40000,7,43000
13,2022,4200,10,47500
14,2016,114000,6,240000
49,2018,56000,6,32000
42,2020,13250,8,204900
8,2023,9000,8,60000
8,2018,65000,6,38000
25,2007,50000,6,46000
19,2022,7918,7,47900
27,2016,83112,6,22000
3,2018,25000,7,34000
4,2014,92000,6,21000
52,2016,94650,8,32500
3,2019,48500,7,32900
31,2006,73000,6,18900
8,2021,105667,10,38500
4,2020,15000,8,61900
25,2018,25786,8,38500
19,2020,38360,8,37999
52,2006,199400,5,9995
1,2012,110000,6,10400
8,2018,41500,8,55000
8,2006,77750,4,7999
35,2018,51984,7,87000
13,2020,33000,10,56500
10,2007,130000,6,3950
42,2023,38000,8,45000
49,2013,106000,6,10000
30,2019,29000,6,36500
4,2017,74000,6,34500
3,2012,92861,8,14500
43,2022,11806,6,57500
4,2013,63500,6,23000
13,2023,4500,10,159000
3,2009,110000,7,8250
4,2021,14300,6,39000
13,2019,35900,10,40000
19,2020,38400,8,28999
8,2015,169400,6,28500
13,2018,25000,10,52000
13,2020,23400,10,49999
23,2023,67449,8,44500
25,2014,70800,8,22000
25,2020,41200,8,67500
13,2017,100331,6,15500
35,2017,73000,7,23500
13,2019,16900,6,45999
18,2013,86818,6,20500
41,2007,4025,6,16500
10,2021,69600,6,37000
49,2010,90000,6,14900
42,2015,66500,6,21500
35,2012,93500,7,15900
6,2020,53433,9,32769
13,2017,105674,6,26999
35,2016,49643,6,25500
10,1997,38600,4,68995
7,2011,105760,6,18800
4,2016,54500,6,22999
42,2012,120000,6,25000
25,2019,31000,8,55000
26,2016,112630,8,14750
10,1997,171079,4,7100
38,2005,118000,5,4500
10,2004,152000,4,8999
25,2017,65000,8,26999
42,2010,67998,6,14900
25,2018,51300,8,38700
13,2008,148000,6,8500
25,2019,42200,8,26000
21,2008,187000,4,5500
21,2008,132314,4,13450
14,2013,11563,6,12700
16,2000,132000,6,14990
42,2006,31500,6,42900
8,2020,54000,9,44000
35,2020,40000,7,48500
25,2019,19813,8,46999
31,2007,119500,6,20199
26,2016,131000,6,16500
35,2022,13250,7,73000
21,2010,124705,4,7800
8,2013,89987,6,12749
13,2014,25250,6,51900
4,2012,97700,8,49995
8,2015,44000,6,150000
26,2006,171000,5,13980
13,2019,48000,10,52590
35,2008,95500,7,16900
21,2017,61802,5,25500
4,2016,46000,6,27500
53,2012,127941,6,9500
13,2007,170000,6,2500
13,2015,92000,6,33500
4,2011,86400,6,16900
42,2013,63500,6,23900
16,2017,86000,6,14995
7,2016,124000,8,31000
16,2003,41000,4,39000
15,2017,59271,6,14950
3,2020,35000,8,78500
43,2021,49750,8,59000
25,2020,61700,8,57000
13,2020,44486,6,49995
0,2011,187883,6,5500
8,2006,169000,6,10500
3,2018,37800,7,49900
19,2013,50000,6,38000
26,2021,7500,8,124999
52,2010,122400,4,11000
8,2022,20000,8,79900
33,2008,133300,5,11000
18,2022,7008,8,28900
21,2020,54700,8,35800
52,2006,60000,4,12700
13,2022,20000,10,58000
42,2019,36000,6,53600
42,2011,77945,7,16000
8,2015,87500,6,18300
4,2015,16000,7,28000
3,2020,37900,7,157500
14,2001,124747,6,16500
35,2016,67289,7,24900
52,2020,78700,6,26500
19,2020,78101,7,67100
4,2018,57800,7,70000
4,2012,46102,7,45950
3,2021,33500,6,43000
35,2018,28182,6,47900
0,2006,162000,6,9995
3,2019,22300,6,29995
25,2009,1025,6,38500
8,2021,10339,10,34900
13,1998,315000,6,6999
4,2011,120000,6,5750
21,2004,174000,4,32000
42,2013,70000,6,54000
21,2022,4100,8,48500
13,2013,95000,6,5200
13,2016,69000,6,18900
4,2018,19300,8,62425
4,2019,70700,8,40200
35,2008,93000,7,15000
35,2017,43000,6,40000
31,2020,39700,8,61000
4,2012,25000,7,20499
4,2015,72000,6,21500
3,2017,7652,6,86500
16,2022,15500,6,69500
13,2017,70500,6,23000
21,2007,199296,6,6500
52,2017,75137,6,37300
8,1998,155000,4,6900
13,2018,49899,10,36800
10,2002,152068,5,5000
4,2014,110000,8,15000
26,2016,62600,6,35000
52,2011,185000,4,5500
26,2006,159870,5,9995
4,2013,65550,7,44850
13,2006,64500,10,9900
35,2008,160000,7,5995
19,2017,87500,7,36000
4,2018,14269,8,115785
35,2019,78414,7,24590
13,2023,3763,10,48000
4,2014,161000,8,26999
8,2001,153000,4,7500
4,2016,60000,6,23000
8,2013,130000,6,14000
42,2022,7500,8,84000
8,2019,36000,10,34500
3,2018,46891,7,25500
8,2017,92728,6,20500
4,2013,124000,6,12500
30,2010,152000,6,7000
26,2012,69300,6,40999
52,2015,98658,6,25000
38,2017,116226,6,7900
4,2017,70000,8,20470
47,2005,71448,6,10500
8,2019,12000,6,72900
8,2010,80000,6,12000
26,2012,119850,6,19000
16,2015,80300,6,19000
13,2015,85500,6,22995
25,2019,57000,6,42000
3,2014,49500,6,19977
9,2018,64855,8,23400
13,2019,53000,10,59000
8,2014,134000,6,15500
4,2015,22480,6,174900
13,2008,181830,6,6500
25,2023,535,8,53900
8,2016,714,8,26000
4,2015,83420,8,18700
13,2022,20500,6,42850
35,2023,1750,9,254900
8,2017,49000,6,20000
9,2008,194000,5,3500
8,2017,82978,6,12599
21,2008,80000,6,12700
19,2018,52639,7,36969
4,2009,74500,6,30500
13,2021,31250,10,52000
5,2011,116500,8,17999
42,2018,61000,6,51000
52,2004,110000,4,4200
4,2016,120000,6,22000
13,2017,54500,6,42000
21,2014,86121,6,18750
18,2012,102000,6,13000
14,2018,63875,6,21500
4,2016,104000,7,34000
10,2021,8400,8,39950
35,2015,40000,7,31000
13,2018,68749,6,48000
23,2009,171750,4,5000
13,2021,33000,10,55000
3,2016,52500,6,28000
0,1999,114000,4,4000
23,2021,64532,6,18000
42,2020,8681,8,103000
13,2021,3763,10,489000
13,2021,44000,10,45999
8,2017,76753,6,14500
25,2022,6700,8,47500
3,2022,22000,8,63999
35,2016,49626,7,19999
8,2022,9000,8,90000
8,2018,51850,6,65900
25,2016,114890,8,20900
52,2017,67726,6,20000
7,2021,7500,9,93000
8,2021,24670,8,72500
19,2020,38700,1,31500
8,2015,82260,6,20950
13,2016,87500,6,26000
3,2015,80124,6,25500
35,2012,91843,7,16900
52,2007,242000,6,5900
3,2017,77945,8,30000
49,2016,87000,6,23977
13,1998,135000,5,3500
52,2015,12500,8,71400
21,2008,146000,4,10000
8,2015,117000,6,15900
13,2022,8794,10,44870
42,2015,24108,7,67250
8,2007,92031,6,9200
13,2021,48000,10,51890
13,2017,137000,6,20500
4,2020,59271,8,32000
4,2015,125500,8,31000
1,2020,19000,7,169000
26,2018,117000,6,12490
26,2011,91500,6,13599
4,2018,29850,7,30490
42,2023,1500,7,104900
26,2014,116600,6,12000
21,2019,12758,8,84500
19,2016,89000,7,17999
13,2014,93500,6,34999
35,2017,64800,7,35700
13,2021,27363,10,57000
4,2023,3490,8,99800
38,2010,67400,6,17900
8,2006,153000,4,15600
8,2018,45468,6,36750
13,2021,33000,10,48000
3,2016,83858,7,16000
13,2008,149130,6,27500
8,2023,10000,8,128900
8,2004,97146,4,6099
13,2014,169000,6,18000
35,2015,67280,7,19500
3,2012,137273,6,8500
8,2021,8500,8,99000
24,2018,16000,6,47500
13,2022,14950,10,36740
38,2011,148740,6,4700
38,2012,169000,6,8500
52,2020,39000,6,43500
13,2016,92861,6,18500
52,2019,93009,8,35999
35,2008,96000,7,10999
13,2017,127500,10,29900
8,2004,143000,4,4100
3,2015,55000,8,20995
4,2015,29000,8,58000
20,2016,71924,6,19000
4,2010,149460,6,4000
8,2009,120000,6,7500
13,2023,2950,10,75499
8,2021,49000,8,47500
49,2016,68653,6,19999
25,2019,23278,8,57000
3,2018,98600,8,16500
52,2011,122000,5,10500
3,2017,82000,6,23999
4,2017,112552,6,17777
49,2015,60345,5,20800
0,2021,14642,10,49999
27,2014,115000,6,22999
21,2007,144770,4,9000
53,2017,83000,8,18500
8,2005,67500,4,18900
8,2005,123500,4,12500
42,2018,244000,7,28500
27,2017,15000,6,30000
21,2004,7982,4,7495
35,2020,18362,9,86000
5,2018,15000,8,69000
4,2016,62500,6,19000
7,2010,123500,6,9250
33,2008,117200,5,10300
10,2023,15000,8,97952
13,2003,116157,4,11000
35,2022,13700,7,74000
35,2019,10900,9,47950
13,2011,89988,6,16500
8,2015,77500,6,62499
27,2018,84421,6,32000
13,2020,35900,10,34500
49,2014,160900,6,5000
13,2020,18051,10,67900
4,2011,55000,6,57000
25,2017,60000,9,25000
26,2002,96419,6,29500
4,2012,28000,6,69500
38,2014,130000,7,25000
13,2019,51335,10,36750
13,2018,65441,10,49999
52,2022,16900,6,52000
24,2014,3521,7,21500
35,2019,10500,9,29895
4,2015,98000,6,10500
15,2023,7000,8,144900
38,2019,11649,6,38500
16,2001,120000,6,7500
8,2022,1750,8,39000
52,2007,86000,6,12000
25,2011,179500,6,11990
4,2018,56578,7,49900
26,2018,26000,6,38000
52,2005,141209,6,11999
0,2020,33214,10,57000
52,2015,96419,5,22000
26,2022,22400,10,97500
4,2018,63500,7,36880
35,2012,186000,7,4500
13,2007,166200,6,8500
3,2018,70700,6,42900
4,2017,14220,6,25700
41,2008,186985,4,6000
35,2019,22000,7,50999
16,2019,95000,6,15600
26,2017,60260,6,27900
19,2005,15000,6,63500
43,2021,41500,8,45500
19,2021,14806,7,40599
42,2018,12088,6,89000
3,2015,69700,6,19000
14,2021,18160,10,72999
16,2016,60345,6,16000
25,2016,54423,8,42900
31,2005,150000,6,11000
4,2015,61001,6,38532
42,2017,39000,7,45999
14,2021,11256,10,99750
4,2015,65800,6,59750
33,2008,123500,6,4500
8,2007,58800,4,9500
20,2018,41000,6,24500
19,2020,6000,9,34900
38,2015,73049,6,209995
53,2007,106000,6,13999
4,2013,73500,8,25000
42,2016,57500,7,210000
35,2005,170000,5,9650
8,2005,137000,4,6800
52,2017,112000,8,8500
42,2007,63496,6,65999
13,2019,90189,6,25900
8,2011,120000,6,3200
26,2007,110000,6,11900
20,2016,60000,8,24700
18,2013,135000,6,28000
25,2016,52375,6,29999
25,2019,59355,8,39998
3,2014,39900,7,35995
4,2012,50000,6,23500
25,2023,104500,8,95000
8,2013,67000,6,17000
42,2017,67210,6,210000
42,2014,54000,7,19000
8,2018,49000,6,44000
30,2021,13700,6,52000
52,2005,170000,5,9999
8,2021,3238,8,229900
38,2011,140000,5,6000
21,2004,144770,4,4500
4,2013,103000,7,24700
4,2006,135000,6,15000
42,2013,1289,7,143900
4,2001,63500,6,25950
13,2014,95500,6,27900
35,2017,16400,6,44800
42,2016,9500,7,61950
19,2016,95400,7,17500
4,2021,24500,6,31000
4,2011,125800,6,11900
52,2018,74000,10,59500
25,2018,50000,8,40000
4,2023,26000,8,47500
30,2016,96473,6,15599
8,2012,141775,6,7000
5,2012,16200,8,81900
16,2014,89106,6,12750
4,2013,85766,6,16000
52,2004,80000,4,6000
25,2023,15000,8,93999
13,2021,4437,10,162500
4,2015,98000,6,32900
35,2019,5400,9,48000
25,2016,70700,8,23750
27,2022,14700,10,73000
7,2017,23152,8,29000
10,2010,74000,5,18000
35,2008,92008,7,10500
4,2016,73000,8,16000
13,2022,17000,10,46500
35,2016,56300,7,32990
4,2020,3400,8,155700
35,2016,120000,7,28900
31,2022,12118,8,48900
13,2016,88450,6,20999
13,2019,17500,6,35000
42,2017,26520,7,53800
8,2015,69500,6,14500
3,2017,52500,8,29999
35,2019,22000,9,77430
8,2022,8400,8,56900
52,2013,80300,5,17800
52,2018,83420,8,22945
52,2006,163000,6,8500
8,2023,2500,6,59995
25,2017,7089,8,119900
25,2010,102000,6,9999
52,2017,37100,6,38500
26,2007,116500,6,13999
8,2022,53000,8,36500
38,2017,70500,7,22000
8,2018,45303,6,40995
4,2015,79800,7,29995
38,2019,37800,7,54500
21,2021,31000,8,62900
3,2018,39000,8,27900
10,2004,54000,4,29900
26,2010,124250,6,15000
33,2008,39800,5,8250
15,2014,46696,6,24000
8,2011,183000,6,4999
3,2006,568,6,29999
8,2017,75000,6,17500
35,2022,7500,9,215000
35,2017,38000,9,39900
14,2002,145000,6,4999
49,2015,90601,6,21990
7,2019,69001,8,19500
42,2020,22700,8,51950
26,2008,177702,5,5000
17,2007,101750,5,18500
4,2017,45000,8,28000
18,2011,134602,5,6500
19,2012,152520,6,13800
13,2008,162000,6,7500
49,2017,26000,6,23500
27,2004,150000,4,8000
33,2015,96473,6,13599
16,2016,112600,5,16500
20,2018,23600,6,39000
8,2005,194000,4,16000
9,2011,117292,6,2300
8,2006,114000,4,11999
4,2015,64800,7,52500
35,2015,25000,6,55000
4,2021,10400,6,69000
8,2004,187000,4,9750
13,2011,125760,4,17900
4,2018,70500,6,42700
3,2013,98400,8,20900
4,2011,114528,6,4000
13,2016,232000,6,21000
7,2011,60255,6,9500
14,2011,185000,4,6900
6,2015,99500,6,34500
13,2014,85253,6,18900
25,2018,41000,8,80000
8,2001,169000,6,22000
27,2002,162731,5,7500
26,2007,60000,6,8200
10,2020,57000,8,39500
43,2020,52000,8,32300
13,2017,110000,6,28000
7,2021,15350,6,71400
41,2007,126700,6,18500
18,2009,107000,4,13850
25,2015,50340,8,36800
3,2012,102000,6,5800
25,2013,91500,9,14500
4,2015,87500,8,17000
35,2018,49650,7,28600
8,2004,78000,4,22999
13,2010,187000,6,8500
4,2015,68000,8,18900
21,2011,72000,6,19500
3,2021,34300,6,33900
38,2020,45000,6,39500
4,2024,28000,8,98000
13,2022,8400,10,66000
4,2021,45076,8,71000
35,2012,130000,7,8500
7,2021,4500,6,103000
42,2015,41000,7,33700
35,2008,174000,7,6700
42,2014,11102,6,92500
3,2018,42125,6,28900
49,2015,89106,6,18500
42,2010,4760,6,65999
25,2016,86202,9,18000
42,2015,49000,7,51500
27,2019,4200,10,80900
38,2022,6200,7,36500
35,2016,35340,7,27900
13,2022,5400,10,35500
35,2013,76500,7,30500
4,2001,97700,6,8000
4,2022,1750,8,69900
18,2013,106000,4,13995
4,2014,111773,8,16999
19,2023,17470,9,62900
10,2022,12758,6,71400
26,2004,149000,5,12449
0,2013,142000,6,17999
26,2007,10500,5,188500
8,2008,115402,4,11990
10,2008,232492,4,6500
49,2014,169500,6,12900
13,2016,97579,6,24950
21,2011,106000,5,26500
16,2007,109000,6,4750
13,2021,18160,10,87150
13,2018,54000,6,39000
24,2018,8917,7,61500
4,2013,67250,8,21500
13,2018,67482,10,38095
26,2008,190656,5,5900
8,2016,127500,6,30000
20,2017,7300,8,57500
23,2013,104994,6,8900
35,2016,73049,7,31700
13,2017,92800,6,39000
27,2020,9472,10,52000
21,2005,144770,5,9995
21,2008,170000,6,16250
4,2016,58000,6,51890
4,2024,45617,6,72950
6,2012,170000,6,9495
25,2021,9142,8,57000
8,2023,10500,8,78000
13,2019,92671,6,42500
33,2012,156000,6,2500
27,2014,54423,6,27599
3,2012,91545,8,9999
17,2003,179400,4,3950
49,2005,131000,6,5990
9,2014,85000,5,29900
43,2022,18500,6,67800
42,2013,89000,8,17900
13,2023,20000,10,75499
21,2023,1800,8,80000
3,2010,131986,6,7900
42,2020,13250,8,74900
10,2017,26100,8,28000
3,2018,52500,8,68000
10,2014,135000,5,33900
54,2019,63000,8,30000
25,2018,40000,6,30000
19,2020,68000,8,42999
21,2005,144770,5,7200
52,2015,102665,6,18998
19,2015,183000,6,12500
4,2011,130000,6,15363
3,2016,53169,6,33000
42,2012,60000,6,15000
35,2020,6581,7,59995
13,2020,6600,6,61500
4,2015,70000,6,27499
8,2023,10232,8,61999
25,2016,115550,8,27000
8,2006,48000,6,67995
35,2018,63250,7,49900
4,2022,14000,6,68000
13,2004,160000,5,9000
49,2012,111000,6,10000
13,2023,3000,10,96500
49,2001,60000,5,20000
8,2014,62662,6,9995
21,2004,149000,5,2500
4,2018,70582,8,33995
